d_spin,d_coup,split,sigma_test,replica,v_score
10,6,10/6,0.0917948717948718,7,2.348283908127118e-06
10,6,10/6,0.0917948717948718,8,5.880114694114313e-06
10,6,10/6,0.0917948717948718,9,7.267744603804048e-06
10,6,10/6,0.09923076923076922,0,7.649521297524008e-06
10,6,10/6,0.09923076923076922,1,5.232217355053374e-06
10,6,10/6,0.09923076923076922,2,4.164660688400265e-06
10,6,10/6,0.09923076923076922,3,1.2205611122668142e-05
10,6,10/6,0.09923076923076922,4,9.197644453379669e-06
10,6,10/6,0.09923076923076922,5,5.163555927275757e-06
10,6,10/6,0.09923076923076922,6,1.050184127311092e-05
10,6,10/6,0.09923076923076922,7,5.892657377750951e-06
10,6,10/6,0.09923076923076922,8,5.889187601538896e-06
10,6,10/6,0.09923076923076922,9,3.7212156972514414e-06
10,6,10/6,0.10666666666666666,0,7.544821821120413e-06
10,6,10/6,0.10666666666666666,1,1.0520856044956535e-05
10,6,10/6,0.10666666666666666,2,6.808136704531422e-06
10,6,10/6,0.10666666666666666,3,4.558190601769215e-06
10,6,10/6,0.10666666666666666,4,7.398348401496078e-06
10,6,10/6,0.10666666666666666,5,4.488285093038651e-06
10,6,10/6,0.10666666666666666,6,8.383364532666962e-06
10,6,10/6,0.10666666666666666,7,5.6160048414343655e-06
10,6,10/6,0.10666666666666666,8,5.3213402332676395e-06
10,6,10/6,0.10666666666666666,9,5.239613297098209e-06
10,6,10/6,0.1141025641025641,0,6.12226684692204e-06
10,6,10/6,0.1141025641025641,1,5.186700255854551e-06
10,6,10/6,0.1141025641025641,2,8.651522478041564e-06
10,6,10/6,0.1141025641025641,3,4.859091130629955e-06
10,6,10/6,0.1141025641025641,4,7.620855651070568e-06
10,6,10/6,0.1141025641025641,5,4.776151707089111e-06
10,6,10/6,0.1141025641025641,6,5.491910330935603e-06
10,6,10/6,0.1141025641025641,7,4.720197274537143e-06
10,6,10/6,0.1141025641025641,8,1.0630467507644976e-05
10,6,10/6,0.1141025641025641,9,5.690180999138245e-06
10,6,10/6,0.12153846153846153,0,3.965659124425135e-06
10,6,10/6,0.12153846153846153,1,1.0725897502884156e-05
10,6,10/6,0.12153846153846153,2,1.087989678437183e-05
10,6,10/6,0.12153846153846153,3,9.111038656386233e-06
10,6,10/6,0.12153846153846153,4,2.9916899169261483e-06
10,6,10/6,0.12153846153846153,5,6.1036344940797484e-06
10,6,10/6,0.12153846153846153,6,6.585011020801673e-06
10,6,10/6,0.12153846153846153,7,5.919977245868965e-06
10,6,10/6,0.12153846153846153,8,1.398159982605221e-05
10,6,10/6,0.12153846153846153,9,4.429268689733355e-06
10,6,10/6,0.12897435897435897,0,8.109491804172555e-06
10,6,10/6,0.12897435897435897,1,5.728468685375481e-06
10,6,10/6,0.12897435897435897,2,1.2056945854851996e-05
10,6,10/6,0.12897435897435897,3,1.1763960921465051e-05
10,6,10/6,0.12897435897435897,4,7.0804774133809034e-06
10,6,10/6,0.12897435897435897,5,6.9965222947460036e-06
10,6,10/6,0.12897435897435897,6,4.388892019092186e-06
10,6,10/6,0.12897435897435897,7,9.514200778976799e-06
10,6,10/6,0.12897435897435897,8,1.2585466676032247e-05
10,6,10/6,0.12897435897435897,9,5.3544820952633045e-06
10,6,10/6,0.13641025641025642,0,1.4788028536174793e-05
10,6,10/6,0.13641025641025642,1,7.687964423911894e-06
10,6,10/6,0.13641025641025642,2,1.0267688118769463e-05
10,6,10/6,0.13641025641025642,3,7.940999723313797e-06
10,6,10/6,0.13641025641025642,4,4.780601729385775e-06
10,6,10/6,0.13641025641025642,5,1.0475079028258842e-05
10,6,10/6,0.13641025641025642,6,8.801664570575089e-06
10,6,10/6,0.13641025641025642,7,1.9652629099481324e-05
10,6,10/6,0.13641025641025642,8,1.5632007077088477e-05
10,6,10/6,0.13641025641025642,9,1.3664797512204506e-05
10,6,10/6,0.14384615384615385,0,2.0960718769786253e-05
10,6,10/6,0.14384615384615385,1,1.1938965358333927e-05
10,6,10/6,0.14384615384615385,2,1.1684160034310928e-05
10,6,10/6,0.14384615384615385,3,1.1278522786208286e-05
10,6,10/6,0.14384615384615385,4,1.366677966867189e-05
10,6,10/6,0.14384615384615385,5,5.203439398769509e-06
10,6,10/6,0.14384615384615385,6,1.782138021414307e-05
10,6,10/6,0.14384615384615385,7,1.1884023419327043e-05
10,6,10/6,0.14384615384615385,8,1.2350624075812512e-05
10,6,10/6,0.14384615384615385,9,1.7228297246742694e-05
10,6,10/6,0.1512820512820513,0,1.0189682906200696e-05
10,6,10/6,0.1512820512820513,1,1.574776904124657e-05
10,6,10/6,0.1512820512820513,2,7.2342701249634305e-06
10,6,10/6,0.1512820512820513,3,4.886846957861152e-06
10,6,10/6,0.1512820512820513,4,2.461664335265199e-05
10,6,10/6,0.1512820512820513,5,1.0703202289148534e-05
10,6,10/6,0.1512820512820513,6,1.2065209004676564e-05
10,6,10/6,0.1512820512820513,7,1.6422588713370896e-05
10,6,10/6,0.1512820512820513,8,2.065195869111449e-05
10,6,10/6,0.1512820512820513,9,6.6301097498111865e-06
10,6,10/6,0.15871794871794873,0,7.830398513751222e-06
10,6,10/6,0.15871794871794873,1,2.2309468037121144e-05
10,6,10/6,0.15871794871794873,2,1.9779992460480468e-05
10,6,10/6,0.15871794871794873,3,1.312108245889237e-05
10,6,10/6,0.15871794871794873,4,1.797903828353873e-05
10,6,10/6,0.15871794871794873,5,4.78013245100151e-06
10,6,10/6,0.15871794871794873,6,1.0948959744145301e-05
10,6,10/6,0.15871794871794873,7,9.13160984131897e-06
10,6,10/6,0.15871794871794873,8,7.642702956024882e-06
10,6,10/6,0.15871794871794873,9,1.3913969934902693e-05
10,6,10/6,0.16615384615384615,0,4.361818259620649e-06
10,6,10/6,0.16615384615384615,1,7.330286589895768e-06
10,6,10/6,0.16615384615384615,2,9.774034656689683e-06
10,6,10/6,0.16615384615384615,3,9.108343913435968e-06
10,6,10/6,0.16615384615384615,4,2.2023356475959495e-05
10,6,10/6,0.16615384615384615,5,1.6263583030294907e-05
10,6,10/6,0.16615384615384615,6,4.608745644357474e-06
10,6,10/6,0.16615384615384615,7,8.730046762464917e-06
10,6,10/6,0.16615384615384615,8,1.0579508432910233e-05
10,6,10/6,0.16615384615384615,9,2.2134982340523015e-05
10,6,10/6,0.1735897435897436,0,4.8452615874052274e-05
10,6,10/6,0.1735897435897436,1,8.620406097723048e-06
10,6,10/6,0.1735897435897436,2,3.6515658572293594e-05
10,6,10/6,0.1735897435897436,3,1.718376874224082e-05
10,6,10/6,0.1735897435897436,4,2.3814351071763108e-05
10,6,10/6,0.1735897435897436,5,2.8315507805987065e-05
10,6,10/6,0.1735897435897436,6,1.457561986652874e-05
10,6,10/6,0.1735897435897436,7,2.7166927718131212e-05
10,6,10/6,0.1735897435897436,8,9.406919716319965e-06
10,6,10/6,0.1735897435897436,9,1.769300352066022e-05
10,6,10/6,0.18102564102564103,0,1.733108656897861e-05
10,6,10/6,0.18102564102564103,1,3.294370259601251e-05
10,6,10/6,0.18102564102564103,2,2.0463670495213096e-05
10,6,10/6,0.18102564102564103,3,3.006025054638393e-05
10,6,10/6,0.18102564102564103,4,1.5917565724736906e-05
10,6,10/6,0.18102564102564103,5,6.143541440749734e-06
10,6,10/6,0.18102564102564103,6,2.7580450580617383e-05
10,6,10/6,0.18102564102564103,7,1.6297203992082185e-05
10,6,10/6,0.18102564102564103,8,1.4102928970643201e-05
10,6,10/6,0.18102564102564103,9,8.615037621452345e-06
10,6,10/6,0.18846153846153846,0,1.7044228633663737e-05
10,6,10/6,0.18846153846153846,1,8.710296656748184e-06
10,6,10/6,0.18846153846153846,2,1.3271002639245678e-05
10,6,10/6,0.18846153846153846,3,1.7120816303138737e-05
10,6,10/6,0.18846153846153846,4,1.7019771452115304e-05
10,6,10/6,0.18846153846153846,5,2.350611226772909e-05
10,6,10/6,0.18846153846153846,6,9.552833966142171e-06
10,6,10/6,0.18846153846153846,7,2.1965414528917462e-05
10,6,10/6,0.18846153846153846,8,3.5247215102602305e-05
10,6,10/6,0.18846153846153846,9,1.8700333041624346e-05
10,6,10/6,0.1958974358974359,0,2.2120999130208464e-05
10,6,10/6,0.1958974358974359,1,1.1719835056982983e-05
10,6,10/6,0.1958974358974359,2,1.205555150084167e-05
10,6,10/6,0.1958974358974359,3,1.4001786176981453e-05
10,6,10/6,0.1958974358974359,4,1.6947847945352492e-05
10,6,10/6,0.1958974358974359,5,1.1161217211639871e-05
10,6,10/6,0.1958974358974359,6,2.2028409670442704e-05
10,6,10/6,0.1958974358974359,7,2.1551128020193436e-05
10,6,10/6,0.1958974358974359,8,2.2927394180308436e-05
10,6,10/6,0.1958974358974359,9,1.864539983729691e-05
10,6,10/6,0.20333333333333334,0,2.9291939770176955e-05
10,6,10/6,0.20333333333333334,1,1.6754902286554834e-05
10,6,10/6,0.20333333333333334,2,2.6324873068793175e-05
10,6,10/6,0.20333333333333334,3,1.2184648308001037e-05
10,6,10/6,0.20333333333333334,4,1.987264592681761e-05
10,6,10/6,0.20333333333333334,5,1.9629063941809697e-05
10,6,10/6,0.20333333333333334,6,7.675324662542179e-05
10,6,10/6,0.20333333333333334,7,1.4628884769586986e-05
10,6,10/6,0.20333333333333334,8,1.6696269863861737e-05
10,6,10/6,0.20333333333333334,9,3.6933018792474325e-05
10,6,10/6,0.21076923076923076,0,2.4854641587713095e-05
10,6,10/6,0.21076923076923076,1,2.7646659712658606e-05
10,6,10/6,0.21076923076923076,2,1.6170035803637367e-05
10,6,10/6,0.21076923076923076,3,1.9805889292194443e-05
10,6,10/6,0.21076923076923076,4,2.849753896616159e-05
10,6,10/6,0.21076923076923076,5,1.8728708867801458e-05
10,6,10/6,0.21076923076923076,6,2.901886813140169e-05
10,6,10/6,0.21076923076923076,7,3.944854264600921e-05
10,6,10/6,0.21076923076923076,8,8.681090179178993e-06
10,6,10/6,0.21076923076923076,9,1.405052835437525e-05
10,6,10/6,0.21820512820512822,0,4.060023003191416e-05
10,6,10/6,0.21820512820512822,1,1.0393758116234471e-05
10,6,10/6,0.21820512820512822,2,2.368543414117239e-05
10,6,10/6,0.21820512820512822,3,1.852832136710005e-05
10,6,10/6,0.21820512820512822,4,1.2274450589549438e-05
10,6,10/6,0.21820512820512822,5,4.7450072991767966e-05
10,6,10/6,0.21820512820512822,6,2.3021995662160072e-05
10,6,10/6,0.21820512820512822,7,3.676651525599721e-05
10,6,10/6,0.21820512820512822,8,1.0637701673607174e-05
10,6,10/6,0.21820512820512822,9,1.0519517000736605e-05
10,6,10/6,0.22564102564102564,0,1.4814683252992706e-05
10,6,10/6,0.22564102564102564,1,4.059309408647912e-05
10,6,10/6,0.22564102564102564,2,1.379954790471519e-05
10,6,10/6,0.22564102564102564,3,4.370196437792014e-05
10,6,10/6,0.22564102564102564,4,1.4686074247250236e-05
10,6,10/6,0.22564102564102564,5,5.0030819615650076e-05
10,6,10/6,0.22564102564102564,6,3.1509663433165866e-05
10,6,10/6,0.22564102564102564,7,1.6927360704092096e-05
10,6,10/6,0.22564102564102564,8,2.5973417074214476e-05
10,6,10/6,0.22564102564102564,9,2.0090878562278313e-05
10,6,10/6,0.23307692307692307,0,2.5171275531870262e-05
10,6,10/6,0.23307692307692307,1,2.3390682878087296e-05
10,6,10/6,0.23307692307692307,2,3.802103093457609e-05
10,6,10/6,0.23307692307692307,3,1.573375946041722e-05
10,6,10/6,0.23307692307692307,4,4.168517714584653e-05
10,6,10/6,0.23307692307692307,5,4.765133584359723e-05
10,6,10/6,0.23307692307692307,6,1.829962211122817e-05
10,6,10/6,0.23307692307692307,7,2.6607356466983116e-05
10,6,10/6,0.23307692307692307,8,4.077992050737846e-05
10,6,10/6,0.23307692307692307,9,1.7281792784296584e-05
10,6,10/6,0.24051282051282052,0,4.701025942501921e-05
10,6,10/6,0.24051282051282052,1,3.4406116299157156e-05
10,6,10/6,0.24051282051282052,2,5.461517217063833e-05
10,6,10/6,0.24051282051282052,3,3.1625978576133716e-05
10,6,10/6,0.24051282051282052,4,4.838148747931939e-05
10,6,10/6,0.24051282051282052,5,4.3345429843243016e-05
10,6,10/6,0.24051282051282052,6,4.565764506603135e-05
10,6,10/6,0.24051282051282052,7,4.028539397636963e-05
10,6,10/6,0.24051282051282052,8,2.122073090964812e-05
10,6,10/6,0.24051282051282052,9,4.942814816878378e-05
10,6,10/6,0.24794871794871795,0,1.2197962877778605e-05
10,6,10/6,0.24794871794871795,1,2.6025514535545842e-05
10,6,10/6,0.24794871794871795,2,4.847819009030023e-05
10,6,10/6,0.24794871794871795,3,1.639960864402139e-05
10,6,10/6,0.24794871794871795,4,1.7873521141347554e-05
10,6,10/6,0.24794871794871795,5,1.1226313983729445e-05
10,6,10/6,0.24794871794871795,6,5.303733037829916e-05
10,6,10/6,0.24794871794871795,7,4.064076488985224e-05
10,6,10/6,0.24794871794871795,8,1.8592273521919203e-05
10,6,10/6,0.24794871794871795,9,4.412438015903028e-05
10,6,10/6,0.2553846153846154,0,2.9942857828254996e-05
10,6,10/6,0.2553846153846154,1,1.4340262267325804e-05
10,6,10/6,0.2553846153846154,2,4.091644173702343e-05
10,6,10/6,0.2553846153846154,3,1.0538940140605856e-05
10,6,10/6,0.2553846153846154,4,1.2648720388995262e-05
10,6,10/6,0.2553846153846154,5,1.8014008944354843e-05
10,6,10/6,0.2553846153846154,6,3.8059915624199754e-05
10,6,10/6,0.2553846153846154,7,5.0414152889691896e-05
10,6,10/6,0.2553846153846154,8,6.919221670412944e-05
10,6,10/6,0.2553846153846154,9,4.6468621990845015e-05
10,6,10/6,0.26282051282051283,0,8.154208211732e-05
10,6,10/6,0.26282051282051283,1,4.113128366760772e-05
10,6,10/6,0.26282051282051283,2,0.00010332325573919013
10,6,10/6,0.26282051282051283,3,5.0101053721617365e-05
10,6,10/6,0.26282051282051283,4,5.1403834479304764e-05
10,6,10/6,0.26282051282051283,5,4.901666320448915e-05
10,6,10/6,0.26282051282051283,6,6.62368616142432e-05
10,6,10/6,0.26282051282051283,7,1.979804714095275e-05
10,6,10/6,0.26282051282051283,8,4.092587723172651e-05
10,6,10/6,0.26282051282051283,9,3.0791057268739586e-05
10,6,10/6,0.2702564102564103,0,3.725828895972824e-05
10,6,10/6,0.2702564102564103,1,1.6782300941365655e-05
10,6,10/6,0.2702564102564103,2,5.505469458562095e-05
10,6,10/6,0.2702564102564103,3,3.5784155531085984e-05
10,6,10/6,0.2702564102564103,4,4.0287028278792145e-05
10,6,10/6,0.2702564102564103,5,9.727344725397084e-06
10,6,10/6,0.2702564102564103,6,3.564902702481658e-05
10,6,10/6,0.2702564102564103,7,2.626293688531961e-05
10,6,10/6,0.2702564102564103,8,2.671453898703711e-05
10,6,10/6,0.2702564102564103,9,5.436814138534195e-05
10,6,10/6,0.2776923076923077,0,5.5100326989806045e-05
10,6,10/6,0.2776923076923077,1,4.134098996795078e-05
10,6,10/6,0.2776923076923077,2,4.2253962044608856e-05
10,6,10/6,0.2776923076923077,3,3.33909710539277e-05
10,6,10/6,0.2776923076923077,4,6.495962641810735e-05
10,6,10/6,0.2776923076923077,5,6.424827901245372e-05
10,6,10/6,0.2776923076923077,6,4.3893913974380284e-05
10,6,10/6,0.2776923076923077,7,3.9192523772804764e-05
10,6,10/6,0.2776923076923077,8,3.140995711890594e-05
10,6,10/6,0.2776923076923077,9,4.9925393833562375e-05
10,6,10/6,0.28512820512820514,0,7.818066869374087e-05
10,6,10/6,0.28512820512820514,1,3.7347346510712586e-05
10,6,10/6,0.28512820512820514,2,4.620350147180345e-05
10,6,10/6,0.28512820512820514,3,0.00011858767150358574
10,6,10/6,0.28512820512820514,4,2.9269958916244173e-05
10,6,10/6,0.28512820512820514,5,4.223326741174136e-05
10,6,10/6,0.28512820512820514,6,0.0001170156373721082
10,6,10/6,0.28512820512820514,7,2.966136338433006e-05
10,6,10/6,0.28512820512820514,8,3.983296412783371e-05
10,6,10/6,0.28512820512820514,9,0.00013466494580024788
10,6,10/6,0.2925641025641026,0,1.448656638041911e-05
10,6,10/6,0.2925641025641026,1,2.5019200867438106e-05
10,6,10/6,0.2925641025641026,2,7.52725245290096e-05
10,6,10/6,0.2925641025641026,3,5.874856232078881e-05
10,6,10/6,0.2925641025641026,4,3.0076854310009835e-05
10,6,10/6,0.2925641025641026,5,4.525945233415545e-05
10,6,10/6,0.2925641025641026,6,4.136927840766119e-05
10,6,10/6,0.2925641025641026,7,2.1364127211325526e-05
10,6,10/6,0.2925641025641026,8,4.232799420432954e-05
10,6,10/6,0.2925641025641026,9,7.862582798290389e-05
10,6,10/6,0.3,0,0.0001222725395577262
10,6,10/6,0.3,1,2.771169214573861e-05
10,6,10/6,0.3,2,2.7269236687940144e-05
10,6,10/6,0.3,3,4.85067803104738e-05
10,6,10/6,0.3,4,4.45937635947223e-05
10,6,10/6,0.3,5,0.0001659325349369533
10,6,10/6,0.3,6,3.821583544107914e-05
10,6,10/6,0.3,7,2.0175815195178616e-05
10,6,10/6,0.3,8,3.9129080013922474e-05
10,6,10/6,0.3,9,9.638006009498241e-05
12,4,12/4,0.01,0,9.226819200072396e-07
12,4,12/4,0.01,1,8.313021289900607e-07
12,4,12/4,0.01,2,9.042359128686059e-07
12,4,12/4,0.01,3,8.262337874238772e-07
12,4,12/4,0.01,4,9.165108135877271e-07
12,4,12/4,0.01,5,8.909536220571191e-07
12,4,12/4,0.01,6,8.297193644695487e-07
12,4,12/4,0.01,7,8.299133292553989e-07
12,4,12/4,0.01,8,8.396890195282212e-07
12,4,12/4,0.01,9,8.436148862764007e-07
12,4,12/4,0.017435897435897435,0,9.375490828667275e-07
12,4,12/4,0.017435897435897435,1,1.0779905720084104e-06
12,4,12/4,0.017435897435897435,2,9.794057631498346e-07
12,4,12/4,0.017435897435897435,3,8.787485090472309e-07
12,4,12/4,0.017435897435897435,4,8.127834188570791e-07
12,4,12/4,0.017435897435897435,5,9.564642329122555e-07
12,4,12/4,0.017435897435897435,6,8.430017623528296e-07
12,4,12/4,0.017435897435897435,7,8.237401123236545e-07
12,4,12/4,0.017435897435897435,8,8.833734928280701e-07
12,4,12/4,0.017435897435897435,9,8.998017857108749e-07
12,4,12/4,0.02487179487179487,0,1.0227430832148235e-06
12,4,12/4,0.02487179487179487,1,9.6010350155418e-07
12,4,12/4,0.02487179487179487,2,9.319432006955816e-07
12,4,12/4,0.02487179487179487,3,1.012950455712197e-06
12,4,12/4,0.02487179487179487,4,8.262915284824393e-07
12,4,12/4,0.02487179487179487,5,1.024575903577576e-06
12,4,12/4,0.02487179487179487,6,9.706716299119398e-07
12,4,12/4,0.02487179487179487,7,7.926010662121101e-07
12,4,12/4,0.02487179487179487,8,1.1790443199342998e-06
12,4,12/4,0.02487179487179487,9,8.372126928660622e-07
12,4,12/4,0.03230769230769231,0,9.79349693114682e-07
12,4,12/4,0.03230769230769231,1,1.0797006518195308e-06
12,4,12/4,0.03230769230769231,2,1.1796290054532308e-06
12,4,12/4,0.03230769230769231,3,1.054893267345902e-06
12,4,12/4,0.03230769230769231,4,1.1868329954408594e-06
12,4,12/4,0.03230769230769231,5,1.2338921741016555e-06
12,4,12/4,0.03230769230769231,6,9.836478079193133e-07
12,4,12/4,0.03230769230769231,7,9.064965013985877e-07
12,4,12/4,0.03230769230769231,8,1.2014835135116658e-06
12,4,12/4,0.03230769230769231,9,1.0490297945531478e-06
12,4,12/4,0.03974358974358974,0,2.011163404364229e-06
12,4,12/4,0.03974358974358974,1,2.2148400070770604e-06
12,4,12/4,0.03974358974358974,2,1.1501380458613432e-06
12,4,12/4,0.03974358974358974,3,1.020780143419442e-06
12,4,12/4,0.03974358974358974,4,1.4562101503409347e-06
12,4,12/4,0.03974358974358974,5,1.1736436659039908e-06
12,4,12/4,0.03974358974358974,6,1.0226831668119996e-06
12,4,12/4,0.03974358974358974,7,1.6590460898971855e-06
12,4,12/4,0.03974358974358974,8,1.2981534455147166e-06
12,4,12/4,0.03974358974358974,9,2.08175652053275e-06
12,4,12/4,0.04717948717948718,0,1.90970198156289e-06
12,4,12/4,0.04717948717948718,1,1.4406807809659068e-06
12,4,12/4,0.04717948717948718,2,1.309273127819649e-06
12,4,12/4,0.04717948717948718,3,1.9592396716155137e-06
12,4,12/4,0.04717948717948718,4,1.2427526076137593e-06
12,4,12/4,0.04717948717948718,5,1.736604772324892e-06
12,4,12/4,0.04717948717948718,6,1.3385183487503397e-06
12,4,12/4,0.04717948717948718,7,2.0026778989803847e-06
12,4,12/4,0.04717948717948718,8,1.6920895428148947e-06
12,4,12/4,0.04717948717948718,9,1.3107367412183862e-06
12,4,12/4,0.054615384615384614,0,2.6909425014879522e-06
12,4,12/4,0.054615384615384614,1,1.4582350617798693e-06
12,4,12/4,0.054615384615384614,2,2.7255065946779165e-06
12,4,12/4,0.054615384615384614,3,1.3139625924186946e-06
12,4,12/4,0.054615384615384614,4,3.291664066281303e-06
12,4,12/4,0.054615384615384614,5,1.537157613655139e-06
12,4,12/4,0.054615384615384614,6,3.4287408009247157e-06
12,4,12/4,0.054615384615384614,7,1.3459399406060569e-06
12,4,12/4,0.054615384615384614,8,2.8942320209518315e-06
12,4,12/4,0.054615384615384614,9,1.207198282287741e-06
12,4,12/4,0.062051282051282054,0,1.9890386794779593e-06
12,4,12/4,0.062051282051282054,1,1.293076097827439e-06
12,4,12/4,0.062051282051282054,2,3.072058526394589e-06
12,4,12/4,0.062051282051282054,3,4.358239422553365e-06
12,4,12/4,0.062051282051282054,4,2.839266422793015e-06
12,4,12/4,0.062051282051282054,5,2.0639107610943533e-06
12,4,12/4,0.062051282051282054,6,3.1231835962395102e-06
12,4,12/4,0.062051282051282054,7,1.2590975436538764e-06
12,4,12/4,0.062051282051282054,8,1.443017024054209e-06
12,4,12/4,0.062051282051282054,9,2.4199282947681338e-06
12,4,12/4,0.06948717948717949,0,3.2069134274587156e-06
12,4,12/4,0.06948717948717949,1,1.5129377304542797e-06
12,4,12/4,0.06948717948717949,2,2.2656448232420964e-06
12,4,12/4,0.06948717948717949,3,3.5321932423575365e-06
12,4,12/4,0.06948717948717949,4,3.5250965676671882e-06
12,4,12/4,0.06948717948717949,5,1.7758848000698768e-06
12,4,12/4,0.06948717948717949,6,3.495695679361889e-06
12,4,12/4,0.06948717948717949,7,1.7188868588470126e-06
12,4,12/4,0.06948717948717949,8,3.0903362021403115e-06
12,4,12/4,0.06948717948717949,9,1.3740626544955418e-06
12,4,12/4,0.07692307692307691,0,1.6276317524935816e-06
12,4,12/4,0.07692307692307691,1,3.3145595060445487e-06
12,4,12/4,0.07692307692307691,2,3.128860605744533e-06
12,4,12/4,0.07692307692307691,3,2.3352547115610476e-06
12,4,12/4,0.07692307692307691,4,1.5314015560223039e-06
12,4,12/4,0.07692307692307691,5,2.879490365804862e-06
12,4,12/4,0.07692307692307691,6,3.8118177193373606e-06
12,4,12/4,0.07692307692307691,7,2.840081106263681e-06
12,4,12/4,0.07692307692307691,8,2.913059178718684e-06
12,4,12/4,0.07692307692307691,9,3.2126162634461363e-06
12,4,12/4,0.08435897435897435,0,4.897429117913262e-06
12,4,12/4,0.08435897435897435,1,2.138044028625525e-06
12,4,12/4,0.08435897435897435,2,3.022000833006007e-06
12,4,12/4,0.08435897435897435,3,2.988132104562806e-06
12,4,12/4,0.08435897435897435,4,3.0154570227615537e-06
12,4,12/4,0.08435897435897435,5,3.410567972105225e-06
12,4,12/4,0.08435897435897435,6,5.777866433441372e-06
12,4,12/4,0.08435897435897435,7,4.533196671861151e-06
12,4,12/4,0.08435897435897435,8,2.5290013306470076e-06
12,4,12/4,0.08435897435897435,9,4.113714650335742e-06
12,4,12/4,0.0917948717948718,0,3.807066624188027e-06
12,4,12/4,0.0917948717948718,1,8.19606801713216e-06
12,4,12/4,0.0917948717948718,2,4.67529032935443e-06
12,4,12/4,0.0917948717948718,3,2.4933778130250925e-06
12,4,12/4,0.0917948717948718,4,3.2971596514883067e-06
12,4,12/4,0.0917948717948718,5,2.632583883577838e-06
12,4,12/4,0.0917948717948718,6,2.2478133197870105e-06
12,4,12/4,0.0917948717948718,7,2.465665784541908e-06
12,4,12/4,0.0917948717948718,8,4.656790178571405e-06
12,4,12/4,0.0917948717948718,9,4.586495562256768e-06
12,4,12/4,0.09923076923076922,0,5.35985227551908e-06
12,4,12/4,0.09923076923076922,1,7.735263527900881e-06
12,4,12/4,0.09923076923076922,2,2.772079081667242e-06
12,4,12/4,0.09923076923076922,3,6.221040552575423e-06
12,4,12/4,0.09923076923076922,4,6.327829942453434e-06
12,4,12/4,0.09923076923076922,5,6.788243851924277e-06
12,4,12/4,0.09923076923076922,6,4.550127804786255e-06
12,4,12/4,0.09923076923076922,7,4.069304497908621e-06
12,4,12/4,0.09923076923076922,8,3.621684434676535e-06
12,4,12/4,0.09923076923076922,9,3.8096668386291235e-06
12,4,12/4,0.10666666666666666,0,4.567033259375618e-06
12,4,12/4,0.10666666666666666,1,5.521097134588973e-06
12,4,12/4,0.10666666666666666,2,8.107458147181297e-06
12,4,12/4,0.10666666666666666,3,4.787685607639111e-06
12,4,12/4,0.10666666666666666,4,3.5525864584383534e-06
12,4,12/4,0.10666666666666666,5,3.364207840584403e-06
12,4,12/4,0.10666666666666666,6,3.82534291771051e-06
12,4,12/4,0.10666666666666666,7,5.113360076735642e-06
12,4,12/4,0.10666666666666666,8,5.503726278089738e-06
12,4,12/4,0.10666666666666666,9,4.085088713932566e-06
12,4,12/4,0.1141025641025641,0,3.984506814489922e-06
12,4,12/4,0.1141025641025641,1,4.036423233653802e-06
12,4,12/4,0.1141025641025641,2,8.33108072338727e-06
12,4,12/4,0.1141025641025641,3,5.0060722815189194e-06
12,4,12/4,0.1141025641025641,4,3.7905587636744506e-06
12,4,12/4,0.1141025641025641,5,5.44364021002406e-06
12,4,12/4,0.1141025641025641,6,8.263752214785272e-06
12,4,12/4,0.1141025641025641,7,8.89411321503156e-06
12,4,12/4,0.1141025641025641,8,8.219031847506703e-06
12,4,12/4,0.1141025641025641,9,4.436597595895652e-06
12,4,12/4,0.12153846153846153,0,7.10774179550422e-06
12,4,12/4,0.12153846153846153,1,4.890779104063231e-06
12,4,12/4,0.12153846153846153,2,1.3277733102625294e-05
12,4,12/4,0.12153846153846153,3,6.457613652201047e-06
12,4,12/4,0.12153846153846153,4,2.114686288267684e-06
12,4,12/4,0.12153846153846153,5,3.5614933337409323e-06
12,4,12/4,0.12153846153846153,6,2.4984017011726806e-06
12,4,12/4,0.12153846153846153,7,4.441804557316585e-06
12,4,12/4,0.12153846153846153,8,6.159307281043516e-06
12,4,12/4,0.12153846153846153,9,3.558351613549367e-06
12,4,12/4,0.12897435897435897,0,5.814326298925327e-06
12,4,12/4,0.12897435897435897,1,1.0652598193958624e-05
12,4,12/4,0.12897435897435897,2,2.02448141752891e-05
12,4,12/4,0.12897435897435897,3,9.005520349571876e-06
12,4,12/4,0.12897435897435897,4,7.062452582584674e-06
12,4,12/4,0.12897435897435897,5,7.566786559561758e-06
12,4,12/4,0.12897435897435897,6,7.2250365076662116e-06
12,4,12/4,0.12897435897435897,7,3.773542874092039e-06
12,4,12/4,0.12897435897435897,8,8.909097343406861e-06
12,4,12/4,0.12897435897435897,9,5.128284699332329e-06
12,4,12/4,0.13641025641025642,0,8.84553947179605e-06
12,4,12/4,0.13641025641025642,1,8.57319065495507e-06
12,4,12/4,0.13641025641025642,2,1.0018728946351034e-05
12,4,12/4,0.13641025641025642,3,1.2563207608014733e-05
12,4,12/4,0.13641025641025642,4,4.881553306339531e-06
12,4,12/4,0.13641025641025642,5,1.5820230965595978e-05
12,4,12/4,0.13641025641025642,6,8.073053324633524e-06
12,4,12/4,0.13641025641025642,7,5.03644632443185e-06
12,4,12/4,0.13641025641025642,8,1.1163660398373663e-05
